[Charset=windows-1251]

[Individuals]
ID	Gender	Name.First	Name.Middle	Name.Last	Comment	IsAdopted	FamilyRank	Birth.Date	Birthday	Age	Birth.Place	IsDead	Death.Date	Death.Cause	Death.Cause.Description	Death.Place	Death.Childless	Pictures.Count	Pictures	Sources	Mates	Fathers	FathersAgeAtBirth	Mothers	MothersAgeAtBirth	Siblings.Twins	Siblings	Siblings.Half	Siblings.Step	Siblings.Other	Children	Children.Age	AgeAtChildBirths	Employer	Occupation	Occupations	Educations	Contacts	Contact.Address	Contact.Telephone	Contact.TelephoneMobile	Contact.TelephoneWork	Contact.Email	Contact.Homepage	Hyperlink.Internal	Hyperlink	Birth.Baptism.Date	Birth.Baptism.Place	Birth.Baptism.Officiator.Title	Birth.Baptism.Officiator	Birth.Baptism.Godfather	Birth.Baptism.Godmother	Birth.Baptism.Source	Death.Funerals.Date	Death.Funerals.Agency	Death.Funerals.Place	Death.Funerals.Source	Death.Disposition.Type	Death.Disposition.Date	Death.Disposition.Place	Death.Disposition.Source	DataLevel	BloodPurity	Allegiance	FilmPortrayal	House
Aunt Marge2					http://familytrees.genopro.com/Harry-Potter/pictures/Aunt-Marge2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Aunt-Marge2.jpg	6	200x138	0.02	96		ind00025	1
Sirius Black					http://familytrees.genopro.com/Harry-Potter/pictures/Sirius-Black.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Sirius-Black.jpg	30	200x283	0.05	72		ind00009	1
Phineas Nigellus Black					http://familytrees.genopro.com/Harry-Potter/pictures/Phineas-Nigellus-Black.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Phineas-Nigellus-Black.jpg	33	200x200	0.04	72		ind00049	1
Draco Malfoy					http://familytrees.genopro.com/Harry-Potter/pictures/Draco-Malfoy.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Draco-Malfoy.jpg	11	200x268	0.05	100		ind00093	1
Draco Malfoy2					http://familytrees.genopro.com/Harry-Potter/pictures/Draco-Malfoy2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Draco-Malfoy2.jpg	12	200x334	0.06	300		ind00093	1
Draco Crabbe Goyle Pansy					http://familytrees.genopro.com/Harry-Potter/pictures/Draco-Crabbe-Goyle-Pansy.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Draco-Crabbe-Goyle-Pansy.jpg	19	300x221	0.06	100		ind00093	1
Lucius Malfoy					http://familytrees.genopro.com/Harry-Potter/pictures/Lucius-Malfoy.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Lucius-Malfoy.jpg	9	200x301	0.06	72		ind00092	1
Lucius Malfoy2					http://familytrees.genopro.com/Harry-Potter/pictures/Lucius-Malfoy2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Lucius-Malfoy2.jpg	15	200x279	0.05	300		ind00092	1
Arthur Weasley					http://familytrees.genopro.com/Harry-Potter/pictures/Arthur-Weasley.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Arthur-Weasley.jpg	7	200x153	0.03	96		ind00029	1
Molly Weasley					http://familytrees.genopro.com/Harry-Potter/pictures/Molly-Weasley.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Molly-Weasley.jpg	9	200x189	0.03	96		ind00030	1
Fleur Delacour2					http://familytrees.genopro.com/Harry-Potter/pictures/Fleur-Delacour2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fleur-Delacour2.jpg	16	300x200	0.06	100		ind00098	1
Fleur Delacour					http://familytrees.genopro.com/Harry-Potter/pictures/Fleur-Delacour.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fleur-Delacour.jpg	31	180x371	0.06	72		ind00098	1
Fred and George Weasley2					http://familytrees.genopro.com/Harry-Potter/pictures/Fred-and-George-Weasley2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fred-and-George-Weasley2.jpg	6	200x93	0.01	96		ind00032, ind00033	1
Ron Weasley2					http://familytrees.genopro.com/Harry-Potter/pictures/Ron-Weasley2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Ron-Weasley2.jpg	6	200x133	0.02	100		ind00016	1
Lord Voldemort					Lord-Voldemort.jpg	N	C:\Program Files (x86)\GenoPro\SampleFiles\Lord-Voldemort.jpg	12	125x125	0.01	*96		, ind00005, 	1
Uncle Vernon2					http://familytrees.genopro.com/Harry-Potter/pictures/Uncle-Vernon2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Uncle-Vernon2.jpg	7	200x146	0.02	96		ind00002	1
Albus Dumbledore2					http://familytrees.genopro.com/Harry-Potter/pictures/Albus-Dumbledore2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Albus-Dumbledore2.jpg	15	125x125	0.01	*96		ind00008	1
Albus Dumbledore3					http://familytrees.genopro.com/Harry-Potter/pictures/Albus-Dumbledore3.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Albus-Dumbledore3.jpg	4	133x100	0.01	*96		ind00008	1
Dean Thomas					http://familytrees.genopro.com/Harry-Potter/pictures/Dean-Thomas.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Dean-Thomas.jpg	5	120x188	0.02	96		ind00119	1
Seamus Finnigan					http://familytrees.genopro.com/Harry-Potter/pictures/Seamus-Finnigan.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Seamus-Finnigan.jpg	13	200x275	0.05	100		ind00120	1
Parvati Patil					http://familytrees.genopro.com/Harry-Potter/pictures/Parvati-Patil.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Parvati-Patil.jpg	28	132x244	0.03	72	Parvati in her Yule Ball dress, played by Shefali Chowdhury	ind00121	2
Parvati Patil2					http://familytrees.genopro.com/Harry-Potter/pictures/Parvati-Patil2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Parvati-Patil2.jpg	5	140x195	0.02	72	Parvati played by Sitara Shah	ind00121	2
Angelina Johnson					http://familytrees.genopro.com/Harry-Potter/pictures/Angelina.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Angelina.jpg	38	200x200	0.04	*96	Angelina played by Danielle Tabor	ind00129	2
Oliver Wood					http://familytrees.genopro.com/Harry-Potter/pictures/Oliver-Wood.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Oliver-Wood.jpg	5	150x150	0.02	300		ind00128	1
Alicia Spinnet					http://familytrees.genopro.com/Harry-Potter/pictures/Alicia-Spinnet.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Alicia-Spinnet.jpg	33	200x200	0.04	*96		ind00130	1
Katie Bell					http://familytrees.genopro.com/Harry-Potter/pictures/Katie-Bell.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Katie-Bell.jpg	8	200x194	0.03	100		ind00131	1
Colin Creevey					http://familytrees.genopro.com/Harry-Potter/pictures/Colin-Creevey.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Colin-Creevey.jpg	41	212x150	0.03	72		ind00133	1
Minerva McGonagall					http://familytrees.genopro.com/Harry-Potter/pictures/Minerva-McGonagall.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Minerva-McGonagall.jpg	12	125x125	0.01	*96		ind00136	1
Minerva McGonagall2					http://familytrees.genopro.com/Harry-Potter/pictures/Minerva-McGonagall2.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Minerva-McGonagall2.jpg	17	125x125	0.01	*96		ind00136	1
Pomona Sprout					http://familytrees.genopro.com/Harry-Potter/pictures/Pomona-Sprout.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Pomona-Sprout.jpg	9	250x164	0.04	96		ind00137	1
Cedric Diggory					http://familytrees.genopro.com/Harry-Potter/pictures/Cedric-Diggory.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Cedric-Diggory.jpg	14	200x284	0.05	100		ind00138	1
Filius Flitwick					http://familytrees.genopro.com/Harry-Potter/pictures/Filius-Flitwick.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Filius-Flitwick.jpg	30	194x269	0.05	*96		ind00139	1
Hannah Abbott					http://familytrees.genopro.com/Harry-Potter/pictures/Hannah-Abbott.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Hannah-Abbott.jpg	9	200x203	0.04	72		ind00141	1
Susan Bones					http://familytrees.genopro.com/Harry-Potter/pictures/Susan-Bones.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Susan-Bones.jpg	7	200x200	0.04	72		ind00142	1
Justin Finch-Fletchley					http://familytrees.genopro.com/Harry-Potter/pictures/Justin.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Justin.jpg	6	200x244	0.04	96		ind00143	1
Ernie MacMillan					http://familytrees.genopro.com/Harry-Potter/pictures/Ernie-Macmillan.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Ernie-Macmillan.jpg	4	100x100	0.01	72		ind00144	1
Cho Chang					http://familytrees.genopro.com/Harry-Potter/pictures/Cho-Chang.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Cho-Chang.jpg	12	200x275	0.05	100		ind00146	1
Roger Davies					http://familytrees.genopro.com/Harry-Potter/pictures/Roger-Davies.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Roger-Davies.jpg	9	200x147	0.02	72	Roger with Fleur Delacour at the Yule ball	ind00148	2
Padma Patil					http://familytrees.genopro.com/Harry-Potter/pictures/Padma-Patil.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Padma-Patil.jpg	6	180x200	0.03	198		ind00152	1
Vincent Crabbe					http://familytrees.genopro.com/Harry-Potter/pictures/Vincent-Crabbe.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Vincent-Crabbe.jpg	6	150x227	0.03	96		ind00158	1
Gregory Goyle					http://familytrees.genopro.com/Harry-Potter/pictures/Gregory-Goyle.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Gregory-Goyle.jpg	5	150x222	0.03	96		ind00159	1
Pansy Parkinson					http://familytrees.genopro.com/Harry-Potter/pictures/Pansy-Parkinson.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Pansy-Parkinson.jpg	26	181x267	0.04	*96		ind00160	1
Marcus Flint					http://familytrees.genopro.com/Harry-Potter/pictures/Marcus-Flint.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Marcus-Flint.jpg	7	125x125	0.01	72		ind00164	1
Argus Filtch					http://familytrees.genopro.com/Harry-Potter/pictures/Argus-Filtch.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Argus-Filtch.jpg	23	321x240	0.07	72		ind00172	1
Madame Hooch					http://familytrees.genopro.com/Harry-Potter/pictures/Madame-Hooch.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Madame-Hooch.jpg	16	250x250	0.06	100		ind00173	1
Gilderoy Lockhart					http://familytrees.genopro.com/Harry-Potter/pictures/Gilderoy-Lockhart.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Gilderoy-Lockhart.jpg	11	302x202	0.06	300		ind00174	1
Firenze					http://familytrees.genopro.com/Harry-Potter/pictures/Firenze.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Firenze.jpg	21	294x327	0.09	100		ind00169	1
Remus Lupin					http://familytrees.genopro.com/Harry-Potter/pictures/Remus-Lupin.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Remus-Lupin.jpg	7	200x202	0.04	96		ind00175	1
Poppy Pomfrey					http://familytrees.genopro.com/Harry-Potter/pictures/Poppy-Pomfrey.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Poppy-Pomfrey.jpg	13	200x138	0.02	72		ind00177	1
Quirinus Quirrell					http://familytrees.genopro.com/Harry-Potter/pictures/Quirinus-Quirrell.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Quirinus-Quirrell.jpg	9	250x187	0.04	72		ind00178	1
Alastor Moody					http://familytrees.genopro.com/Harry-Potter/pictures/Alastor-Moody.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Alastor-Moody.jpg	20	220x241	0.05	100		ind00184	1
Crookshanks					http://familytrees.genopro.com/Harry-Potter/pictures/Crookshanks.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Crookshanks.jpg	16	300x350	0.10	*96		ind00185	1
Peter Pettigrew					http://familytrees.genopro.com/Harry-Potter/pictures/Peter-Pettigrew.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Peter-Pettigrew.jpg	32	361x240	0.08	*96		ind00202	1
Barty Crouch					http://familytrees.genopro.com/Harry-Potter/pictures/Barty-Crouch.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Barty-Crouch.jpg	17	200x314	0.06	96		ind00189	1
Fawkes					http://familytrees.genopro.com/Harry-Potter/pictures/Fawkes.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fawkes.jpg	56	200x234	0.04	72		ind00190	1
Neville Longbottom					http://familytrees.genopro.com/Harry-Potter/pictures/Neville-Longbottom.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Neville-Longbottom.jpg	13	125x125	0.01	*96		ind00024	1
Lavender Brown					http://familytrees.genopro.com/Harry-Potter/pictures/Lavender-Brown.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Lavender-Brown.jpg	7	156x156	0.02	72		ind00127	1
Aragog					http://familytrees.genopro.com/Harry-Potter/pictures/Aragog.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Aragog.jpg	14	250x164	0.04	100		ind00194	1
Fang					http://familytrees.genopro.com/Harry-Potter/pictures/Fang.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fang.jpg	9	200x246	0.04	80		ind00195	1
Fluffy					http://familytrees.genopro.com/Harry-Potter/pictures/Fluffy.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fluffy.jpg	18	200x123	0.02	72		ind00196	1
Norbert					http://familytrees.genopro.com/Harry-Potter/pictures/Norbert.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Norbert.jpg	13	300x163	0.04	300		ind00197	1
Buckbeak					http://familytrees.genopro.com/Harry-Potter/pictures/Buckbeak.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Buckbeak.jpg	14	300x117	0.03	100		ind00199	1
Hedwig					http://familytrees.genopro.com/Harry-Potter/pictures/Hedwig.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Hedwig.jpg	11	180x180	0.03	100		ind00201	1
Hedwig2					Hedwig2.jpg	N	C:\Program Files (x86)\GenoPro\SampleFiles\Hedwig2.jpg	13	320x215	0.06	100		, ind00201	1
Bloody Baron					http://familytrees.genopro.com/Harry-Potter/pictures/Bloody-Baron.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Bloody-Baron.jpg	7	184x185	0.03	*96		ind00204	1
Nearly Headless Nick					http://familytrees.genopro.com/Harry-Potter/pictures/Nearly-Headless-Nick.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Nearly-Headless-Nick.jpg	8	200x193	0.03	96		ind00205	1
Grey Lady					http://familytrees.genopro.com/Harry-Potter/pictures/Grey-Lady.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Grey-Lady.jpg	14	200x492	0.09	72		ind00206	1
Fat Friar					http://familytrees.genopro.com/Harry-Potter/pictures/Fat-Friar.jpg	N	http://familytrees.genopro.com/Harry-Potter/pictures/Fat-Friar.jpg	4	110x140	0.01	96		ind00207	1
[Places]
Parent	Children	Category	Name	Prefix	NameNarrative	Description	Pictures.Count	Pictures	Sources	Address	Street	City	County	State	Zip	Latitude	Longitude	Country	Comment	References	DataLevel
			Smeltings		 â Smeltings															edu00001, edu00002	1
			Hogwarts		 â Hogwarts															edu00003, edu00004, edu00005, edu00006, edu00009, edu00010, edu00011, edu00013, edu00014, edu00015, edu00016, edu00017, edu00018, edu00019, edu00020, edu00023, edu00024, edu00025, edu00026, edu00027, edu00028, edu00029, edu00030, edu00031, edu00032, edu00033, edu00034, occu00003, occu00008, occu00013, occu00015, occu00020, occu00021, occu00022, occu00023, occu00024, occu00025, occu00026, occu00027, occu00028, occu00029, occu00030, occu00031, occu00032, occu00033, occu00034, occu00035, occu00036, occu00037, occu00038, occu00039, occu00040, occu00041, occu00042, occu00043, occu00044, occu00045, occu00046, occu00047, occu00048, occu00049, occu00050, occu00051, occu00052	1
			Beauxbatons		 â Beauxbatons															edu00007, edu00008	1
			Egypt		 â Egypt															occu00005	1
			France		 â France															ind00098	1
			Romania		 â Romania															occu00006	1
			Diagon Alley		 â Diagon Alley															occu00019	1
[Educations]
Program	Institution	Place	Source	Comment	Level	Level.Years	Achievement	StudyType	DateStart	DateEnd	Duration	Termination	Pictures.Count	Pictures	Sources	References	DataLevel
	Smeltings	place00001														ind00002	2
	Smeltings	place00001		The same year Harry started at Hogwarts, Dudley was enrolled at his father's old boarding school, Smeltings. Smeltings is described as a snobbish public school with absurd traditions.  												ind00004	3
	Hogwarts	place00002														ind00005, ind00009, ind00092, ind00121, ind00129, ind00130, ind00132, ind00133, ind00135, ind00136, ind00137, ind00159, ind00163	2
	Hogwarts	place00002							1984	1991						ind00094	4
	Hogwarts	place00002		He was a prefect and Quidditch Captain in which he was a legendary Seeker for Gryffindor Quidditch team.					1984	1991						ind00036	5
	Hogwarts	place00002		Draco plays a crucial role in Half-Blood Prince, when Lord Voldemort orders him to murder the Headmaster of Hogwarts, Albus Dumbledore. Like Regulus Black, Draco is infatuated by the Dark Arts and eagerly takes on the task as a chance for glory, of which he seems to get very little. In an effort to prove himself, Draco works alone without the help of his cronies, Crabbe and Goyle, or his favourite professor, Severus Snape. Under his aunt Bellatrix Lestrange's instruction, Draco has become quite proficient in Occlumency, a skill that Harry has never mastered.  												ind00093	3
	Beauxbatons	place00003														ind00098	2
	Beauxbatons	place00003		During the Triwizard Tournament, in which Fleur was the champion for Beauxbatons, Gabrielle was chosen along with Cho Chang, Hermione Granger and Ron Weasley to be the underwater "bait" for the champions to rescue. When Fleur did not manage to rescue Gabrielle, Harry Potter saved her.												ind00101	3
	Hogwarts	place00002		Prefect and head boy					1982	1989						ind00035	5
	Hogwarts	place00002		Head Boy and Prefect					1987	1994						ind00031	5
	Hogwarts	place00002		School clowns and troublemakers, more interested in making new jokes than studying, although they show a high degree of knowledge and skill in creating magical jokes and tricks.					1989	1996						ind00032, ind00033	5
	Hogwarts	place00002		  					1991	1998						ind00016	5
	Hogwarts	place00002							1992							ind00034	3
	Hogwarts	place00002		Gifted wizard, excelling in Defense Against the Dark Arts and Quidditch, and capable leader of his house Griffyndor.					1991	1998						ind00001	5
	Hogwarts	place00002							1991	1998						ind00018, ind00120, ind00127, ind00142, ind00143, ind00149, ind00160, ind00161, ind00162	4
	Hogwarts	place00002		Noted for being good at drawing and forging signatures					1991	1998						ind00119	5
	Hogwarts	place00002		He is the captain of the Quidditch team. Plays as a keeper. He is obsessed with Quidditch.												ind00128	3
	Hogwarts	place00002		Chaser for the Quidditch team.												ind00131	3
	Hogwarts	place00002		Prefect for the Hufflpuff House					1991	1998						ind00141	5
	Hogwarts	place00002		Prefect for Hufflepuff					1991	1998						ind00144	5
	Hogwarts	place00002		Chaser for the Hufflepuff Quidditch team												ind00145	3
	Hogwarts	place00002		Seeker for the Ravenclaw Quidditch team					1990	1997						ind00146	5
	Hogwarts	place00002							1992	1999						ind00147	4
	Hogwarts	place00002		Captain of the Ravenclaw Quidditch team and is one of the Chasers												ind00148	3
	Hogwarts	place00002		She became a Ravenclaw prefect in her 5th year.					1991	1998						ind00152	5
	Hogwarts	place00002		As Cho had a romantic interest in Harry Potter, who was at the centre of the Ministry's smear campaign, this left Marietta in a difficult position. Marietta joined Dumbledore's Army entirely because of peer pressure. Dumbledore's Army was doing the one thing the Ministry didn't want to happen; training students in combat.  Eventually, Marietta betrayed the D.A. to Umbridge; however, the parchment that all members had signed had been jinxed by Hermione, so she broke out with pustules which spelled the word, "SNEAK". Umbridge took Marietta to testify against Harry, but Kingsley Shacklebolt swiftly modified her memory, to keep Harry and his friends out of trouble.  												ind00155	3
	Hogwarts	place00002		Penelope is a prefect.												ind00156	3
	Hogwarts	place00002		Anthony becomes a prefect in 5th year					1991	1998						ind00151	5
	Hogwarts	place00002							1990	1997						ind00165	4
	Hogwarts	place00002		Captain of the Slytherin Quidditch team during Harry Potter's first three years at Hogwart.  Marcus Flint is a sixth year student in Harry's first year and is still in school two years later when he should have already finished school. Author J.K. Rowling explained this away by saying that he failed his exams[1]. In later printings of the first book, however, he is a Fifth Year. Explanation notwithstanding, Harry Potter fans have taken to calling minor textual errors in the series "flints," after this particular mistake.  												ind00164	3
	Hogwarts	place00002							1939							ind00010	3
[Occupations]
Title	Comment	Industry	Company	Place	Source	WorkType	DateStart	DateEnd	Duration	Termination	Pictures.Count	Pictures	Sources	References	DataLevel
														ind00001	
Headmaster	Enjoys chamber music and ten-pin bowling. Has a great affinity for sweets.		Hogwarts				1956							ind00008	4
Groundskeeper			Hogwarts	place00002										ind00010	3
Head of Detection and Confiscation of Counterfeit Defensive Spells and Protective Objects 	6th book. He is obsessed with learning about Muggle customs and inventions. (In particular, he is determined on discovering how airplanes stay aloft) 		Ministry of magic											ind00029	3
Curse breaker			Gringotts	place00004										ind00035	3
Works with dragons				place00006										ind00036	2
Junior Assistant to the Minister of Magic	This position prompted a personal and political dispute with his father, which resulted in Percy’s subsequent alienation from his family.		Ministry of magic											ind00031	3
Potions Professor	Was Harry's teacher from 1st to 5th year		Hogwarts	place00002				1996						ind00023	5
Dog breeder														ind00025	1
Director	Seems to be successful in his career.		Drill-making company named "Grunnings"											ind00002	3
	She obsessively follows news about divorced movie stars while sniffing, "as if we're interested in their sordid affairs".  At some point she met Vernon Dursley and married him.  Petunia Dursley hadn't seen her sister for years and usually pretended she didn't have one - The Evans sisters weren't talking as Lily Potter knew how her sister felt about her. However one day Petunia discovered her nephew Harry Potter on her doorstep as she put out the milk bottles.  There was a note left with baby Harry by Albus Dumbledore, which explained that his parents Lily and James had been killed by Lord Voldemort, how Lily Potter had sacrificed herself to save her son's life and how living with his only other relatives would protect him from Lord Voldemort. Petunia and Vernon agreed to raise Harry, but kept him as downtrodden as possible in order to squash the magic out of him; they never told him how his parents died, instead claiming they had died in a car crash.  When Petunia and her husband, Vernon, attempted to throw Harry out of their house at the beginning of Order of the Phoenix, she receives a Howler from Dumbledore – "Remember my last, Petunia", which JKR has confirmed is referring to the note he left with one-year-old Harry on their doorstep. Rowling has also said that Dumbledore had corresponded with Petunia before that. Aunt Petunia has, therefore, more knowledge about the wizarding world than she will admit. Furthermore, Petunia has proved she knows what dementors and Azkaban are, claiming to have overheard a conversation between Lily and an "awful boy" that might have been James Potter. Petunia normally refers to James using his name, leaving the possibility that she has met other wizards. 													ind00003	1
Headmaster				place00002										ind00049	2
Auror	She is a Metamorphmagus. She can alter her appearance at will and makes heavy use of this knack, not only as a phenomenal gift in the art of disguise but for the lighter purposes of experimenting with her appearance and entertainment. She is notoriously clumsy and unskillful at household spells. 													ind00094	2
Governor	Lucius Malfoy was a governor of Hogwarts, until he was fired for blackmailing the other governors into suspending the school's headmaster. He is currently incarcerated at the island prison of Azkaban on charges of blackmail and Death Eater activity. 			place00002										ind00092	3
	She was the one who blasted "blood traitors" off the family tapestry. 													ind00039	1
Witch housewife	Molly also homeschooled her seven children before they attended Hogwarts, apparently a common alternative to Muggle primary school in the wizarding world.													ind00030	2
Misuse of Muggle Artifacts office	1-5 books		Ministry of magic											ind00029	3
Owner of a joke shop			Weasleys' Wizard Wheezes	place00007										ind00032, ind00033	3
Transfiguration Professor			Hogwarts	place00002			1956							ind00136	4
Deputy Headmistress			Hogwarts	place00002										ind00136	3
Herbology Professor			Hogwarts	place00002										ind00137	3
Charms Professor			Hogwarts	place00002										ind00139	3
Headmistress	After Dumbledore left Hogwarts, Umbridge was installed as Headmistress. However, the Headmaster's office refused to open for her, and her tenure as Headmistress was characterized by rebellion by most of the student body and faculty.  Her time in Hogwarts is characterized by cruelty and physical punishments against students — she stands out especially for forcing Harry and Lee Jordan to write lines using a quill that magically causes the words to be cut into the skin on the back of the writer's hand, and uses his blood as ink. She also ordered the botched whipping of Fred and George Weasley, and eventually even planned to use the Unforgivable Cruciatus Curse in order to extract information from Harry. 		Hogswart	place00002			1996	1997						ind00167	6
Defense Against the Dark Arts Professor	Her class consists only of defensive magical theory, due to Fudge's paranoia of Dumbledore using his students as an army to bring down the Ministry.    		Hogwarts	place00002			1996	1997						ind00167	6
High Inquisitor	Umbridge is appointed the first (and only) ever "Hogwarts High Inquisitor," in which position she is given extraordinary powers over the students, teachers and curriculum. Umbridge creates an Inquisitorial Squad, which is comprised entirely of Slytherins and rewards some students for reporting on others and sanctions them to act as enforcers of Umbridge's rules. By attempting to defame Harry Potter and censor word of the truth of Voldemort's return, Umbridge and Fudge frequently unintentionally help the Dark Lord and his followers.		Hogwarts	place00002			1996	1997						ind00167	6
Defense Against the Dark Arts Professor			Hogwarts	place00002			1996	1997						ind00023	5
History of Magic Professor	He is the only ghost professor. He was very old when he had fallen asleep in front of the staff room fire and wake up next morning to teach leaving his body behind him. The only exciting thing happen in his class is when he appeared from the board. 		Hogwarts	place00002										ind00168	4
Head of Slytherin			Hogwarts	place00002										ind00023	3
Head of Hufflepuff			Hogwarts	place00002										ind00137	3
Head of Gryffindor			Hogwarts	place00002										ind00136	3
Care of Magical Creatures Professor	She substituted for Hagrid when he was away from Hogwarts. she is a reasonably competent teacher, passing even Dolores Umbridge's inspection without incident. She seems always level-headed, cheerful and efficient, and fends off Umbridge's questions without losing her temper or incriminating anybody. She claims to be very happy with the way Dumbledore runs the school. In Harry Potter and the Order of the Phoenix, Harry trusts her enough to ask her to heal his owl Hedwig when she is injured. Nevertheless, he is always somewhat annoyed by the fact that she is a much better teacher than Hagrid, to whom Harry remains loyal no matter how close to fatal his classes may be. 		Hogwarts	place00002										ind00170	4
Head of Ravenclaw			Hogwarts	place00002										ind00139	3
Care of Magical Creatures Professor			Hogwarts	place00002										ind00010	3
Caretaker			Hogwarts	place00002										ind00172	3
Divination Professor			Hogwarts	place00002			1996							ind00169	4
Flying Instructor			Hogwarts	place00002										ind00173	3
Quidditch referee			Hogwarts	place00002										ind00173	3
Defense Against the Dark Arts Professor	Gilderoy Lockhart was exposed as a fraud when, trying to avoid travelling into the Chamber of Secrets, he revealed that he had not in fact performed all the amazing feats described in his books — instead, he had been stealing others' stories, placing memory charms on those people and taking credit for their accomplishments. 		Hogwarts	place00002			1992	1993						ind00174	6
Defense Against the Dark Arts Professor	During his tenure, he gave Harry private lessons in casting the Patronus Charm, the only known means of defence against Dementors. His students, excepting a few from Slytherin, held him in extremely high regard and loved the hands-on style of his classes. He was considered by Harry and his friends to have been their best Defence teacher, although his competition was hardly stiff in this regard.		Hogwarts	place00002			1993	1994						ind00175	6
Librarian	She is compared to an "underfed vulture" and tries to protect her books from students by placing odd jinxes on them. 		Hogwarts	place00002										ind00176	4
Nurse	She is in charge of the hospital wing in the school of Hogwarts and is depicted as a stern and competent woman who takes her profession seriously. 		Hogwarts	place00002										ind00177	4
